transaction_id,timestamp,user_id,amount,account_age_days,device_id,ip_id,card_id,merchant_id,transactions_last_hour,transactions_last_day,failed_transactions,unique_devices,unique_cards,is_fraud,fraud_scenario
TXN_V3_009020,2026-09-02T23:17:57Z,U_INDIV_V3_086,521.88,9,D_INDIV_V3_153,IP_INDIV_V3_150,C_INDIV_V3_110,M_060,12,25,2,5,3,1,INDIVIDUAL_FRAUD
TXN_V3_003070,2026-09-01T11:31:42Z,U_REG_0417,143.32,891,D_REG_0472,IP_REG_1331,C_REG_1252,M_136,1,2,0,1,1,0,NONE
TXN_V3_001149,2026-09-05T18:34:22Z,U_OFFICE_014,149.51,126,D_EMP_051,IP_OFFICE_CORP_01,C_EMP_056,M_052,1,3,1,1,1,0,OFFICE_NETWORK
TXN_V3_009202,2026-09-05T12:05:11Z,U_INDIV_V3_073,682.61,11,D_INDIV_V3_185,IP_PUBLIC_CAFE_01,C_INDIV_V3_052,M_105,9,22,3,4,3,1,INDIVIDUAL_FRAUD
TXN_V3_008233,2026-09-03T16:22:40Z,U_REG_0747,161.53,813,D_REG_0755,IP_REG_1220,C_REG_1130,M_127,0,5,0,1,1,0,NONE
TXN_V3_008306,2026-09-04T00:06:15Z,U_REG_0457,241.73,151,D_REG_1267,IP_PUBLIC_CAFE_01,C_REG_1920,M_146,2,4,1,1,1,0,NONE
TXN_V3_003471,2026-09-04T12:36:42Z,U_REG_0771,103.12,494,D_REG_0675,IP_REG_1355,C_REG_0499,M_040,0,3,1,1,1,0,NONE
TXN_V3_005077,2026-09-04T00:29:01Z,U_REG_1384,227.21,744,D_REG_0054,IP_REG_1070,C_REG_1363,M_146,0,1,0,1,1,0,NONE
TXN_V3_001041,2026-09-04T16:58:55Z,U_OFFICE_069,188.83,658,D_EMP_068,IP_OFFICE_CORP_01,C_EMP_063,M_017,2,6,1,1,1,0,OFFICE_NETWORK
TXN_V3_008712,2026-09-05T15:38:46Z,U_REG_1403,58.89,66,D_REG_1478,IP_REG_0400,C_REG_1478,M_136,0,4,0,1,1,0,NONE
TXN_V3_001249,2026-09-04T05:20:44Z,U_OFFICE_062,336.3,564,D_EMP_038,IP_OFFICE_CORP_01,C_EMP_038,M_026,1,6,0,1,1,0,OFFICE_NETWORK
TXN_V3_005893,2026-09-03T09:51:32Z,U_REG_0280,11.78,294,D_REG_1068,IP_REG_0994,C_REG_1928,M_139,0,1,0,1,1,0,NONE
TXN_V3_007684,2026-09-03T23:03:15Z,U_REG_1299,135.85,569,D_REG_0107,IP_REG_1305,C_REG_0773,M_059,0,3,0,1,1,0,NONE
TXN_V3_006002,2026-09-05T04:01:29Z,U_REG_1573,171.83,345,D_REG_1193,IP_REG_0070,C_REG_1288,M_017,0,4,1,1,1,0,NONE
TXN_V3_004045,2026-09-01T13:43:12Z,U_REG_0989,211.12,412,D_REG_1287,IP_REG_1207,C_REG_0412,M_100,0,5,0,1,1,0,NONE
TXN_V3_003527,2026-09-04T10:34:48Z,U_REG_0813,66.36,619,D_REG_1050,IP_REG_1336,C_REG_0215,M_140,0,2,0,1,1,0,NONE
TXN_V3_003230,2026-09-05T00:56:20Z,U_REG_1818,248.13,314,D_REG_1311,IP_REG_0891,C_REG_1179,M_133,0,1,1,1,1,0,NONE
TXN_V3_008126,2026-09-05T18:21:06Z,U_REG_1007,220.94,90,D_REG_0916,IP_REG_0170,C_REG_1132,M_108,0,4,0,1,1,0,NONE
TXN_V3_007700,2026-09-01T12:20:37Z,U_REG_0269,139.69,128,D_REG_0106,IP_REG_0422,C_REG_1832,M_082,0,3,0,1,1,0,NONE
TXN_V3_004596,2026-09-02T10:58:28Z,U_REG_1042,75.25,793,D_REG_0138,IP_REG_0181,C_REG_1754,M_062,0,3,0,1,1,0,NONE
TXN_V3_003495,2026-09-02T12:28:52Z,U_REG_1233,145.44,688,D_REG_0736,IP_REG_1002,C_REG_1747,M_149,0,3,1,1,1,0,NONE
TXN_V3_000786,2026-09-02T13:07:50Z,U_HOSTEL_012,90.81,152,D_STUDENT_006,IP_HOSTEL_WIFI_03,C_STUDENT_010,M_109,2,3,0,1,1,0,HOSTEL_NETWORK
TXN_V3_002639,2026-09-03T13:06:35Z,U_BIZ_CLIENT_010,4274.28,710,D_BIZ_021,IP_BIZ_004,C_BIZ_008,M_SUPPLIER_01,0,5,0,1,1,0,LEGITIMATE_BUSINESS_NETWORK
TXN_V3_003960,2026-09-03T00:42:04Z,U_REG_1516,89.87,133,D_REG_0736,IP_REG_0570,C_REG_1533,M_044,0,2,1,1,1,0,NONE
TXN_V3_007588,2026-09-05T22:38:10Z,U_REG_1697,163.63,235,D_REG_0504,IP_REG_1290,C_REG_0709,M_TARGET_HIGHVAL_99,0,3,0,1,1,0,NONE
TXN_V3_009733,2026-09-05T10:02:01Z,U_CYCLE_021,117.3,35,D_CYCLE_014,IP_CYCLE_021,C_STOLEN_POOL_01,M_058,6,21,3,2,4,1,CARD_CYCLING
TXN_V3_002693,2026-09-02T12:50:55Z,U_BIZ_CLIENT_005,2172.63,427,D_BIZ_030,IP_BIZ_020,C_BIZ_038,M_SUPPLIER_04,0,2,0,1,1,0,LEGITIMATE_BUSINESS_NETWORK
TXN_V3_004575,2026-09-01T21:35:15Z,U_REG_0214,59.33,146,D_REG_1209,IP_REG_0681,C_REG_0691,M_TARGET_HIGHVAL_99,0,3,1,1,1,0,NONE
TXN_V3_004657,2026-09-04T01:53:47Z,U_REG_1950,238.9,504,D_REG_0362,IP_REG_0745,C_REG_1275,M_125,1,3,1,1,1,0,NONE
TXN_V3_000196,2026-09-06T00:30:37Z,U_STATIONERY_OWNER_01,15000.0,450,D_STATIONERY_POS_01,IP_STATIONERY_BIZ_01,C_STATIONERY_BIZ_01,M_JEWELLERY_01,2,1,0,1,1,0,FAMILY_NETWORK
TXN_V3_002216,2026-09-03T16:21:52Z,U_BIZ_CLIENT_016,649.4,570,D_BIZ_017,IP_BIZ_022,C_BIZ_013,M_SUPPLIER_01,1,7,0,1,1,0,LEGITIMATE_BUSINESS_NETWORK
TXN_V3_006349,2026-09-01T20:26:10Z,U_REG_1811,247.35,64,D_REG_1193,IP_REG_1186,C_REG_1352,M_001,0,3,0,1,1,0,NONE
TXN_V3_003576,2026-09-03T03:51:44Z,U_REG_1227,103.84,551,D_REG_1347,IP_REG_0096,C_REG_1639,M_093,0,3,1,1,1,0,NONE
TXN_V3_008789,2026-09-06T07:01:37Z,U_REG_1934,233.81,337,D_REG_0992,IP_REG_0594,C_REG_0839,M_126,0,5,1,1,1,0,NONE
TXN_V3_008232,2026-09-03T09:00:10Z,U_REG_1390,49.06,838,D_REG_0753,IP_REG_1170,C_REG_1238,M_079,1,3,1,1,1,0,NONE
TXN_V3_005050,2026-09-05T20:50:05Z,U_REG_0769,106.83,213,D_REG_0427,IP_REG_0504,C_REG_1484,M_094,0,5,1,1,1,0,NONE
TXN_V3_004427,2026-09-03T19:42:07Z,U_REG_0616,129.72,452,D_REG_0993,IP_REG_0321,C_REG_0841,M_135,0,3,0,1,1,0,NONE
TXN_V3_004239,2026-09-02T06:06:07Z,U_REG_0582,48.39,770,D_REG_1276,IP_REG_0599,C_REG_1630,M_139,0,5,0,1,1,0,NONE
TXN_V3_003318,2026-09-04T16:29:27Z,U_REG_0037,209.89,400,D_REG_1381,IP_REG_1193,C_REG_1610,M_089,1,1,1,1,1,0,NONE
TXN_V3_001495,2026-09-02T14:24:35Z,U_OFFICE_026,346.99,298,D_EMP_039,IP_OFFICE_CORP_01,C_EMP_021,M_109,0,3,0,1,1,0,OFFICE_NETWORK
TXN_V3_002770,2026-09-05T09:56:33Z,U_BIZ_CLIENT_017,4113.81,881,D_BIZ_018,IP_BIZ_014,C_BIZ_021,M_SUPPLIER_03,2,7,0,1,1,0,LEGITIMATE_BUSINESS_NETWORK
TXN_V3_002530,2026-09-03T15:12:45Z,U_BIZ_CLIENT_026,3605.93,1143,D_BIZ_029,IP_BIZ_006,C_BIZ_014,M_SUPPLIER_02,2,6,0,1,1,0,LEGITIMATE_BUSINESS_NETWORK
TXN_V3_002338,2026-09-06T00:11:09Z,U_BIZ_CLIENT_030,2903.71,349,D_BIZ_007,IP_BIZ_002,C_BIZ_002,M_SUPPLIER_02,1,6,0,1,1,0,LEGITIMATE_BUSINESS_NETWORK
TXN_V3_007254,2026-09-03T23:21:05Z,U_REG_1385,236.96,484,D_REG_0712,IP_REG_1381,C_REG_1654,M_094,0,5,0,1,1,0,NONE
TXN_V3_001183,2026-09-03T07:42:05Z,U_OFFICE_018,104.64,553,D_EMP_029,IP_OFFICE_CORP_01,C_EMP_011,M_033,0,1,0,1,1,0,OFFICE_NETWORK
TXN_V3_007781,2026-09-03T04:51:08Z,U_REG_1502,130.97,766,D_REG_0350,IP_REG_1370,C_REG_1112,M_027,2,5,0,1,1,0,NONE
TXN_V3_009530,2026-09-03T21:23:22Z,U_FARM_012,230.58,4,D_FARM_HUB_01,IP_FARM_PROXY_01,C_FARM_036,M_050,10,20,3,1,3,1,DEVICE_FARM
TXN_V3_006953,2026-09-03T13:17:41Z,U_REG_0057,215.9,324,D_REG_1315,IP_REG_1458,C_REG_0466,M_049,0,3,1,1,1,0,NONE
TXN_V3_004029,2026-09-05T20:04:21Z,U_REG_0638,228.99,412,D_REG_1060,IP_REG_0697,C_REG_0106,M_041,0,1,1,1,1,0,NONE
TXN_V3_007542,2026-09-01T10:21:16Z,U_REG_0321,94.32,149,D_REG_0911,IP_REG_0071,C_REG_1317,M_148,0,5,1,1,1,0,NONE
TXN_V3_004619,2026-09-05T16:17:27Z,U_REG_0360,101.04,621,D_REG_0571,IP_REG_1277,C_REG_0577,M_026,0,5,1,1,1,0,NONE
TXN_V3_003272,2026-09-05T01:41:27Z,U_REG_0192,70.01,849,D_REG_0036,IP_REG_0121,C_REG_1834,M_135,0,4,1,1,1,0,NONE
TXN_V3_004719,2026-09-04T02:45:24Z,U_REG_0862,109.34,173,D_REG_0527,IP_REG_0503,C_REG_0636,M_148,1,3,0,1,1,0,NONE
TXN_V3_005567,2026-09-04T05:53:37Z,U_REG_1113,135.46,415,D_REG_1005,IP_REG_0477,C_REG_1501,M_093,1,3,1,1,1,0,NONE
TXN_V3_005008,2026-09-05T23:12:22Z,U_REG_0869,122.17,693,D_REG_1170,IP_REG_0349,C_REG_1925,M_043,0,1,0,1,1,0,NONE
TXN_V3_007488,2026-09-02T12:39:57Z,U_REG_0528,231.43,723,D_REG_1248,IP_REG_0351,C_REG_1406,M_054,0,1,0,1,1,0,NONE
TXN_V3_008743,2026-09-04T06:00:18Z,U_REG_1610,48.22,115,D_REG_1496,IP_REG_0556,C_REG_0015,M_076,0,5,0,1,1,0,NONE
TXN_V3_001780,2026-09-04T09:16:36Z,U_CAFE_055,43.59,327,D_CAFE_CUST_032,IP_PUBLIC_CAFE_01,C_CAFE_CUST_009,M_010,1,3,0,1,1,0,PUBLIC_WIFI_NETWORK
TXN_V3_006095,2026-09-03T12:59:36Z,U_REG_0308,236.57,422,D_REG_0969,IP_REG_0930,C_REG_0105,M_022,0,4,1,1,1,0,NONE
TXN_V3_004384,2026-09-03T22:47:44Z,U_REG_1717,223.22,462,D_REG_1358,IP_REG_0875,C_REG_1980,M_120,0,3,0,1,1,0,NONE
TXN_V3_003519,2026-09-03T07:28:30Z,U_REG_1509,155.74,120,D_REG_0723,IP_REG_1155,C_REG_0834,M_114,0,2,0,1,1,0,NONE
TXN_V3_000679,2026-09-06T05:23:18Z,U_HOSTEL_041,34.26,44,D_HOSTEL_STUDY_01,IP_HOSTEL_WIFI_01,C_STUDENT_045,M_037,0,5,0,1,1,0,HOSTEL_NETWORK
TXN_V3_002479,2026-09-04T14:35:18Z,U_BIZ_CLIENT_037,2671.1,585,D_BIZ_013,IP_BIZ_003,C_BIZ_022,M_SUPPLIER_05,2,6,0,1,1,0,LEGITIMATE_BUSINESS_NETWORK
TXN_V3_008051,2026-09-02T10:21:07Z,U_REG_0876,111.83,432,D_REG_1332,IP_REG_0753,C_REG_0618,M_048,0,1,1,1,1,0,NONE
TXN_V3_005664,2026-09-03T08:31:51Z,U_REG_0419,205.59,649,D_REG_0416,IP_REG_0340,C_REG_1802,M_TARGET_HIGHVAL_99,0,4,1,1,1,0,NONE
TXN_V3_002482,2026-09-05T22:38:59Z,U_BIZ_CLIENT_026,3402.72,135,D_BIZ_038,IP_BIZ_039,C_BIZ_023,M_SUPPLIER_01,1,5,0,1,1,0,LEGITIMATE_BUSINESS_NETWORK
TXN_V3_002610,2026-09-02T10:41:27Z,U_BIZ_CLIENT_026,4312.87,893,D_BIZ_001,IP_BIZ_033,C_BIZ_026,M_SUPPLIER_04,1,7,0,1,1,0,LEGITIMATE_BUSINESS_NETWORK
TXN_V3_001371,2026-09-06T00:42:36Z,U_OFFICE_050,295.95,384,D_EMP_061,IP_OFFICE_CORP_01,C_EMP_046,M_080,2,1,1,1,1,0,OFFICE_NETWORK
TXN_V3_009927,2026-09-06T06:45:21Z,U_DIST_017,58.13,26,D_DIST_021,IP_DIST_PROXY_03,C_DIST_029,M_TARGET_HIGHVAL_99,4,7,0,1,1,1,DISTRIBUTED_ABUSE
TXN_V3_007411,2026-09-05T03:23:46Z,U_REG_1947,103.55,631,D_REG_0376,IP_REG_1022,C_REG_0277,M_080,0,4,0,1,1,0,NONE
TXN_V3_000191,2026-09-05T04:26:50Z,U_FAMILY_MOTHER_01,65.23,350,D_FAMILY_TABLET_01,IP_FAMILY_HOME_01,C_FAMILY_HOME_01,M_061,1,3,0,1,1,0,FAMILY_NETWORK
TXN_V3_001445,2026-09-02T01:37:09Z,U_OFFICE_078,176.07,803,D_EMP_069,IP_OFFICE_CORP_01,C_EMP_004,M_113,0,3,0,1,1,0,OFFICE_NETWORK
TXN_V3_004394,2026-09-05T08:52:17Z,U_REG_1442,164.76,567,D_REG_1322,IP_REG_0972,C_REG_1213,M_075,0,1,1,1,1,0,NONE
TXN_V3_000091,2026-09-01T12:01:10Z,U_FAMILY_SON_01,500.0,180,D_FAMILY_TABLET_01,IP_FAMILY_HOME_01,C_FAMILY_SON_01,M_STATIONERY_01,1,2,0,1,1,0,FAMILY_NETWORK
TXN_V3_002510,2026-09-02T14:34:08Z,U_BIZ_CLIENT_026,1656.29,870,D_BIZ_038,IP_BIZ_039,C_BIZ_037,M_SUPPLIER_02,2,8,0,1,1,0,LEGITIMATE_BUSINESS_NETWORK
TXN_V3_007615,2026-09-05T02:48:12Z,U_REG_0494,239.2,712,D_REG_1276,IP_REG_1097,C_REG_1198,M_120,0,3,0,1,1,0,NONE
TXN_V3_006905,2026-09-02T08:15:26Z,U_REG_1855,104.87,851,D_REG_1032,IP_REG_0934,C_REG_1593,M_085,0,5,0,1,1,0,NONE
TXN_V3_005967,2026-09-02T07:54:45Z,U_REG_1135,219.65,819,D_REG_1161,IP_REG_0205,C_REG_0525,M_109,0,2,0,1,1,0,NONE
TXN_V3_000411,2026-09-03T14:46:01Z,U_HOSTEL_018,119.69,102,D_STUDENT_037,IP_HOSTEL_WIFI_02,C_STUDENT_013,M_076,0,5,0,2,1,0,HOSTEL_NETWORK
TXN_V3_001505,2026-09-02T06:02:46Z,U_OFFICE_024,25.04,268,D_EMP_047,IP_OFFICE_CORP_01,C_EMP_015,M_042,1,4,1,1,1,0,OFFICE_NETWORK
TXN_V3_005674,2026-09-02T09:00:51Z,U_REG_1647,62.61,618,D_REG_0844,IP_REG_0621,C_REG_0927,M_035,0,2,0,1,1,0,NONE
TXN_V3_006811,2026-09-05T08:39:29Z,U_REG_1047,175.02,811,D_REG_0920,IP_REG_0069,C_REG_0291,M_065,0,1,1,1,1,0,NONE
TXN_V3_008134,2026-09-01T09:27:49Z,U_REG_1725,79.34,147,D_REG_1023,IP_REG_0458,C_REG_0047,M_140,0,3,0,1,1,0,NONE
TXN_V3_002736,2026-09-03T19:47:34Z,U_BIZ_CLIENT_007,4802.83,1170,D_BIZ_015,IP_BIZ_030,C_BIZ_033,M_SUPPLIER_03,1,4,0,1,1,0,LEGITIMATE_BUSINESS_NETWORK
TXN_V3_001000,2026-09-03T04:00:50Z,U_OFFICE_065,260.87,830,D_EMP_069,IP_OFFICE_CORP_01,C_EMP_049,M_079,2,1,0,1,1,0,OFFICE_NETWORK
TXN_V3_002270,2026-09-03T03:23:13Z,U_BIZ_CLIENT_026,2002.97,1012,D_BIZ_035,IP_BIZ_004,C_BIZ_022,M_SUPPLIER_02,1,4,0,1,1,0,LEGITIMATE_BUSINESS_NETWORK
TXN_V3_002815,2026-09-01T11:00:34Z,U_BIZ_CLIENT_033,691.57,1089,D_BIZ_004,IP_BIZ_028,C_BIZ_032,M_SUPPLIER_05,0,6,0,1,1,0,LEGITIMATE_BUSINESS_NETWORK
TXN_V3_004941,2026-09-04T13:56:10Z,U_REG_0559,40.65,46,D_REG_0776,IP_REG_0634,C_REG_0467,M_065,0,3,1,1,1,0,NONE
TXN_V3_004566,2026-09-02T04:28:13Z,U_REG_0770,60.19,99,D_REG_1331,IP_REG_0111,C_REG_1057,M_002,0,5,0,1,1,0,NONE
TXN_V3_004184,2026-09-01T11:23:56Z,U_REG_1795,198.68,678,D_REG_0268,IP_REG_0569,C_REG_0708,M_076,0,4,0,1,1,0,NONE
TXN_V3_000362,2026-09-04T17:16:38Z,U_HOSTEL_020,86.06,260,D_STUDENT_020,IP_HOSTEL_WIFI_01,C_STUDENT_050,M_037,0,3,0,1,1,0,HOSTEL_NETWORK
TXN_V3_005900,2026-09-04T11:33:45Z,U_REG_1785,42.04,82,D_REG_1403,IP_REG_1390,C_REG_0487,M_002,1,5,0,1,1,0,NONE
TXN_V3_005695,2026-09-06T02:45:09Z,U_REG_0183,144.63,851,D_REG_1416,IP_REG_0477,C_REG_0423,M_057,1,5,0,1,1,0,NONE
TXN_V3_008155,2026-09-05T00:05:03Z,U_REG_1214,99.91,877,D_REG_0649,IP_REG_0931,C_REG_0383,M_111,0,1,0,1,1,0,NONE
TXN_V3_009620,2026-09-03T22:04:13Z,U_FARM_017,104.91,7,D_FARM_HUB_02,IP_FARM_PROXY_01,C_FARM_003,M_046,9,15,3,1,1,1,DEVICE_FARM
TXN_V3_002132,2026-09-04T03:16:32Z,U_CAFE_046,174.63,436,D_CAFE_CUST_015,IP_PUBLIC_CAFE_01,C_CAFE_CUST_022,M_021,1,3,0,1,1,0,PUBLIC_WIFI_NETWORK
TXN_V3_003442,2026-09-06T01:18:10Z,U_REG_0671,41.11,323,D_REG_1295,IP_REG_0828,C_REG_0115,M_002,0,4,1,1,1,0,NONE
TXN_V3_009446,2026-09-03T19:27:48Z,U_INDIV_V3_072,864.25,3,D_INDIV_V3_086,IP_INDIV_V3_014,C_INDIV_V3_011,M_040,9,22,5,2,4,1,INDIVIDUAL_FRAUD
TXN_V3_004901,2026-09-03T17:15:49Z,U_REG_1609,110.3,411,D_REG_0035,IP_REG_0788,C_REG_1140,M_049,0,5,1,1,1,0,NONE
TXN_V3_004133,2026-09-04T18:08:18Z,U_REG_0710,50.19,425,D_REG_1486,IP_REG_0595,C_REG_0340,M_136,0,1,0,1,1,0,NONE
TXN_V3_006269,2026-09-05T20:48:49Z,U_REG_0922,247.02,223,D_REG_0516,IP_REG_1157,C_REG_0277,M_037,0,4,0,1,1,0,NONE
TXN_V3_005944,2026-09-02T04:15:04Z,U_REG_0300,227.87,691,D_REG_0942,IP_REG_0246,C_REG_1565,M_108,0,2,0,1,1,0,NONE
TXN_V3_000012,2026-09-04T16:23:48Z,U_FAMILY_SON_01,500.0,180,D_FAMILY_TABLET_01,IP_FAMILY_HOME_01,C_FAMILY_SON_01,M_STATIONERY_01,2,3,0,1,1,0,FAMILY_NETWORK
TXN_V3_005517,2026-09-04T07:37:53Z,U_REG_0867,86.92,801,D_REG_1351,IP_REG_0758,C_REG_0129,M_024,1,3,0,1,1,0,NONE
TXN_V3_007999,2026-09-04T08:59:02Z,U_REG_0703,159.31,454,D_REG_0837,IP_REG_1246,C_REG_1363,M_052,1,2,0,1,1,0,NONE
TXN_V3_008990,2026-09-02T11:35:32Z,U_REG_1103,154.92,497,D_REG_1284,IP_REG_1323,C_REG_1931,M_086,0,5,0,1,1,0,NONE
TXN_V3_000490,2026-09-02T02:22:37Z,U_HOSTEL_003,77.13,142,D_HOSTEL_STUDY_02,IP_HOSTEL_WIFI_02,C_STUDENT_013,M_106,0,1,0,1,1,0,HOSTEL_NETWORK
TXN_V3_001558,2026-09-04T08:24:00Z,U_OFFICE_076,22.41,519,D_EMP_056,IP_OFFICE_CORP_01,C_EMP_009,M_044,2,6,0,1,1,0,OFFICE_NETWORK
TXN_V3_002778,2026-09-04T11:24:20Z,U_BIZ_CLIENT_024,4995.78,360,D_BIZ_026,IP_BIZ_027,C_BIZ_010,M_SUPPLIER_03,0,5,0,1,1,0,LEGITIMATE_BUSINESS_NETWORK
TXN_V3_000861,2026-09-02T18:11:00Z,U_HOSTEL_014,34.99,91,D_HOSTEL_STUDY_01,IP_HOSTEL_WIFI_03,C_STUDENT_023,M_113,0,5,0,1,1,0,HOSTEL_NETWORK
TXN_V3_001985,2026-09-05T07:43:13Z,U_CAFE_058,151.79,165,D_CAFE_CUST_036,IP_PUBLIC_CAFE_01,C_CAFE_CUST_049,M_005,0,3,0,1,1,0,PUBLIC_WIFI_NETWORK
TXN_V3_003360,2026-09-06T01:31:12Z,U_REG_0001,178.22,479,D_REG_0619,IP_REG_1112,C_REG_0576,M_137,0,2,0,1,1,0,NONE
TXN_V3_004117,2026-09-02T08:35:03Z,U_REG_1029,236.24,660,D_REG_1125,IP_REG_0791,C_REG_1552,M_134,1,3,0,1,1,0,NONE
TXN_V3_006011,2026-09-02T02:51:13Z,U_REG_0387,176.43,187,D_REG_1026,IP_REG_0116,C_REG_0382,M_018,0,4,1,1,1,0,NONE
TXN_V3_009188,2026-09-01T18:15:39Z,U_INDIV_V3_015,444.74,4,D_INDIV_V3_028,IP_PUBLIC_CAFE_01,C_INDIV_V3_008,M_104,4,26,4,5,3,1,INDIVIDUAL_FRAUD
TXN_V3_007881,2026-09-04T09:00:58Z,U_REG_1493,127.59,728,D_REG_0825,IP_REG_1038,C_REG_1889,M_012,0,3,1,1,1,0,NONE
TXN_V3_002913,2026-09-05T00:37:22Z,U_BIZ_CLIENT_025,2774.88,1148,D_BIZ_026,IP_BIZ_036,C_BIZ_014,M_SUPPLIER_02,1,5,0,1,1,0,LEGITIMATE_BUSINESS_NETWORK
TXN_V3_006752,2026-09-04T00:56:05Z,U_REG_0107,231.98,338,D_REG_0161,IP_PUBLIC_CAFE_01,C_REG_0599,M_029,0,5,1,1,1,0,NONE
TXN_V3_001974,2026-09-04T18:12:20Z,U_CAFE_038,57.15,113,D_CAFE_CUST_046,IP_PUBLIC_CAFE_01,C_CAFE_CUST_005,M_075,0,4,0,1,1,0,PUBLIC_WIFI_NETWORK
TXN_V3_005062,2026-09-02T13:24:42Z,U_REG_0347,67.38,95,D_REG_0593,IP_REG_0373,C_REG_0087,M_065,0,1,0,1,1,0,NONE
TXN_V3_002946,2026-09-03T05:38:56Z,U_BIZ_CLIENT_026,1104.92,362,D_BIZ_018,IP_BIZ_012,C_BIZ_003,M_SUPPLIER_02,0,7,0,1,1,0,LEGITIMATE_BUSINESS_NETWORK
TXN_V3_007070,2026-09-05T07:59:48Z,U_REG_1939,126.41,382,D_REG_1316,IP_REG_1435,C_REG_1339,M_059,0,1,0,1,1,0,NONE
TXN_V3_005196,2026-09-04T11:42:27Z,U_REG_0028,159.78,328,D_REG_0220,IP_REG_0169,C_REG_0697,M_056,0,3,0,1,1,0,NONE
TXN_V3_005506,2026-09-01T16:07:21Z,U_REG_0929,101.63,466,D_REG_0120,IP_REG_0383,C_REG_1695,M_TARGET_HIGHVAL_99,0,4,1,1,1,0,NONE
TXN_V3_004693,2026-09-02T07:14:51Z,U_REG_0997,73.9,360,D_REG_1205,IP_REG_0097,C_REG_0639,M_042,0,1,0,1,1,0,NONE
TXN_V3_004340,2026-09-03T13:20:07Z,U_REG_1042,26.06,91,D_REG_0946,IP_REG_1148,C_REG_1439,M_063,0,3,0,1,1,0,NONE
TXN_V3_003275,2026-09-03T10:16:57Z,U_REG_1165,142.3,496,D_REG_0472,IP_REG_0285,C_REG_1356,M_091,0,2,0,1,1,0,NONE
TXN_V3_000239,2026-09-03T04:59:29Z,U_FAMILY_FATHER_01,50000.0,800,D_FATHER_PHONE_01,IP_FAMILY_HOME_01,C_FATHER_BIZ_01,M_JEWELLERY_01,0,3,0,1,1,0,FAMILY_NETWORK
TXN_V3_002335,2026-09-03T00:13:19Z,U_BIZ_CLIENT_009,1695.63,888,D_BIZ_024,IP_BIZ_038,C_BIZ_008,M_SUPPLIER_02,0,8,0,1,1,0,LEGITIMATE_BUSINESS_NETWORK
TXN_V3_005466,2026-09-06T02:01:52Z,U_REG_1591,191.48,577,D_REG_0356,IP_REG_0960,C_REG_1572,M_097,0,2,0,1,1,0,NONE
TXN_V3_007349,2026-09-03T16:00:31Z,U_REG_0288,115.25,428,D_REG_1116,IP_REG_0639,C_REG_1662,M_028,0,3,0,1,1,0,NONE
TXN_V3_009031,2026-09-05T12:51:28Z,U_INDIV_V3_014,1401.06,6,D_INDIV_V3_077,IP_INDIV_V3_090,C_INDIV_V3_183,M_032,6,28,2,3,2,1,INDIVIDUAL_FRAUD
TXN_V3_001124,2026-09-01T18:44:36Z,U_OFFICE_062,64.21,204,D_EMP_077,IP_OFFICE_CORP_01,C_EMP_021,M_008,0,2,0,1,1,0,OFFICE_NETWORK
TXN_V3_008204,2026-09-03T11:36:16Z,U_REG_0488,16.76,358,D_REG_0187,IP_PUBLIC_CAFE_01,C_REG_1927,M_068,0,1,0,1,1,0,NONE
TXN_V3_007308,2026-09-05T05:36:33Z,U_REG_0947,169.5,525,D_REG_0691,IP_REG_0386,C_REG_1831,M_036,0,4,1,1,1,0,NONE
TXN_V3_003420,2026-09-05T20:29:44Z,U_REG_0841,181.87,273,D_REG_0275,IP_REG_0153,C_REG_1375,M_138,0,1,0,1,1,0,NONE
TXN_V3_008556,2026-09-01T20:24:23Z,U_REG_1115,107.87,886,D_REG_0656,IP_REG_0798,C_REG_0493,M_004,1,4,1,1,1,0,NONE
TXN_V3_007826,2026-09-02T21:54:46Z,U_REG_0082,106.66,340,D_REG_0811,IP_REG_0742,C_REG_1898,M_007,0,3,0,1,1,0,NONE
TXN_V3_002732,2026-09-04T04:06:02Z,U_BIZ_CLIENT_012,784.49,124,D_BIZ_034,IP_BIZ_028,C_BIZ_018,M_SUPPLIER_02,0,6,0,1,1,0,LEGITIMATE_BUSINESS_NETWORK
TXN_V3_003757,2026-09-02T05:45:40Z,U_REG_0260,45.25,622,D_REG_1487,IP_REG_1471,C_REG_1457,M_TARGET_HIGHVAL_99,0,3,1,1,1,0,NONE
TXN_V3_004359,2026-09-06T04:53:21Z,U_REG_0406,25.87,534,D_REG_0548,IP_PUBLIC_CAFE_01,C_REG_1654,M_086,0,2,0,1,1,0,NONE
TXN_V3_004850,2026-09-01T13:08:39Z,U_REG_1596,221.62,900,D_REG_0715,IP_REG_0381,C_REG_1086,M_053,1,2,0,1,1,0,NONE
TXN_V3_009336,2026-09-04T03:28:20Z,U_INDIV_V3_126,480.85,15,D_INDIV_V3_053,IP_INDIV_V3_090,C_INDIV_V3_109,M_128,8,29,4,4,5,1,INDIVIDUAL_FRAUD
TXN_V3_000959,2026-09-06T05:36:37Z,U_OFFICE_032,309.55,531,D_EMP_068,IP_OFFICE_CORP_01,C_EMP_043,M_146,1,5,0,1,1,0,OFFICE_NETWORK
TXN_V3_006880,2026-09-04T20:26:17Z,U_REG_0198,188.67,82,D_REG_0295,IP_REG_0709,C_REG_1472,M_131,0,4,0,1,1,0,NONE
