transaction_id,user_id,amount,account_age_days,device_id,ip_id,card_id,merchant_id,transactions_last_hour,transactions_last_day,failed_transactions,unique_devices,unique_cards,is_fraud,fraud_scenario
TXN_009482,U_INDIV_0050,1009.09,4,D_INDIV_0333,IP_INDIV_0017,C_INDIV_0195,M_001,14,29,9,6,8,1,INDIVIDUAL_FRAUD
TXN_007814,U_LEGIT_1238,20.4,289,D_LEGIT_1584,IP_LEGIT_1734,C_LEGIT_0998,M_060,0,2,0,1,1,0,NONE
TXN_004914,U_LEGIT_2132,220.8,604,D_SHARED_BENIGN_01,IP_LEGIT_1551,C_LEGIT_0776,M_104,0,2,0,1,1,0,NONE
TXN_006716,U_LEGIT_2106,137.8,1152,D_LEGIT_1086,IP_LEGIT_0346,C_LEGIT_1692,M_107,0,2,0,1,1,0,NONE
TXN_003843,U_LEGIT_1912,31.55,311,D_LEGIT_0122,IP_LEGIT_1773,C_LEGIT_0518,M_057,0,4,0,1,1,0,NONE
TXN_006009,U_LEGIT_1358,72.35,1169,D_LEGIT_1806,IP_LEGIT_0788,C_LEGIT_0329,M_060,0,2,1,1,1,0,NONE
TXN_004443,U_LEGIT_1421,50.78,360,D_LEGIT_1061,IP_LEGIT_1098,C_LEGIT_1235,M_014,0,4,1,1,1,0,NONE
TXN_008466,U_LEGIT_0363,181.29,981,D_LEGIT_1792,IP_LEGIT_0249,C_LEGIT_1266,M_050,0,3,0,1,1,0,NONE
TXN_005707,U_LEGIT_1124,190.37,849,D_LEGIT_1514,IP_LEGIT_0467,C_LEGIT_2514,M_120,0,1,0,1,2,0,NONE
TXN_001611,U_LEGIT_1564,244.79,888,D_LEGIT_1988,IP_LEGIT_1342,C_LEGIT_0728,M_037,2,3,0,1,1,0,NONE
TXN_005777,U_LEGIT_2484,241.52,473,D_LEGIT_1282,IP_LEGIT_0269,C_LEGIT_1959,M_091,0,3,0,2,1,0,NONE
TXN_008398,U_LEGIT_0822,79.61,205,D_LEGIT_0695,IP_LEGIT_0085,C_LEGIT_1908,M_087,0,5,0,1,1,0,NONE
TXN_000476,U_LEGIT_0225,100.68,983,D_LEGIT_1864,IP_LEGIT_1819,C_LEGIT_0212,M_029,0,3,0,1,1,0,NONE
TXN_003439,U_LEGIT_2188,81.34,1086,D_LEGIT_0022,IP_LEGIT_0292,C_LEGIT_1680,M_034,0,1,0,2,2,0,NONE
TXN_006696,U_LEGIT_1072,221.27,372,D_LEGIT_1574,IP_LEGIT_1509,C_LEGIT_2910,M_080,0,3,1,1,1,0,NONE
TXN_008276,U_LEGIT_0420,28.76,912,D_SHARED_BENIGN_10,IP_SHARED_BENIGN_06,C_LEGIT_2285,M_142,0,5,0,1,2,0,NONE
TXN_005256,U_LEGIT_0930,168.81,890,D_SHARED_BENIGN_03,IP_LEGIT_0992,C_LEGIT_1968,M_108,0,5,0,2,1,0,NONE
TXN_002987,U_LEGIT_1003,108.98,754,D_LEGIT_1483,IP_LEGIT_1526,C_LEGIT_1773,M_095,0,1,0,2,1,0,NONE
TXN_008662,U_LEGIT_2392,165.61,948,D_LEGIT_0453,IP_LEGIT_0495,C_LEGIT_1571,M_017,0,5,0,2,1,0,NONE
TXN_004997,U_LEGIT_1420,202.29,164,D_LEGIT_0985,IP_LEGIT_1067,C_LEGIT_1638,M_066,0,3,0,2,1,0,NONE
TXN_001228,U_LEGIT_0974,175.87,268,D_LEGIT_0810,IP_LEGIT_1979,C_LEGIT_0190,M_133,0,4,0,1,1,0,NONE
TXN_006620,U_LEGIT_0760,244.68,745,D_LEGIT_0293,IP_LEGIT_1963,C_LEGIT_0291,M_124,1,1,0,1,2,0,NONE
TXN_009204,U_INDIV_0178,2534.0,7,D_INDIV_0337,IP_INDIV_0033,C_INDIV_0203,M_099,12,44,7,3,6,1,INDIVIDUAL_FRAUD
TXN_000647,U_LEGIT_1567,64.29,284,D_LEGIT_1520,IP_LEGIT_1204,C_LEGIT_2887,M_004,0,4,0,1,1,0,NONE
TXN_006870,U_LEGIT_0454,65.28,405,D_LEGIT_0912,IP_LEGIT_0183,C_LEGIT_1669,M_039,0,5,1,1,1,0,NONE
TXN_009509,U_FARM_004,390.35,0,D_FARM_HUB_01,IP_FARM_PROXY_01,C_FARM_025,M_147,22,40,3,1,2,1,DEVICE_FARM
TXN_009607,U_FARM_024,99.65,4,D_FARM_HUB_01,IP_FARM_PROXY_01,C_FARM_041,M_091,19,48,5,1,3,1,DEVICE_FARM
TXN_009433,U_INDIV_0039,590.17,2,D_INDIV_0277,IP_INDIV_0007,C_INDIV_0226,M_071,16,26,5,6,5,1,INDIVIDUAL_FRAUD
TXN_005856,U_LEGIT_0649,249.67,539,D_LEGIT_1181,IP_LEGIT_0486,C_LEGIT_0434,M_093,0,5,0,2,1,0,NONE
TXN_007519,U_LEGIT_0388,97.03,331,D_LEGIT_0181,IP_LEGIT_1846,C_LEGIT_0967,M_120,0,2,0,1,1,0,NONE
TXN_000744,U_LEGIT_2402,27.06,221,D_LEGIT_0077,IP_LEGIT_0311,C_LEGIT_2796,M_119,1,2,0,1,1,0,NONE
TXN_006029,U_LEGIT_1595,148.13,964,D_LEGIT_0799,IP_LEGIT_1666,C_LEGIT_1059,M_122,0,2,0,1,2,0,NONE
TXN_009991,U_DIST_025,49.69,24,D_DIST_007,IP_DIST_PROXY_02,C_DIST_032,M_TARGET_HIGHVAL_99,5,11,1,2,1,1,DISTRIBUTED_ABUSE
TXN_003021,U_LEGIT_1944,50.56,488,D_LEGIT_1555,IP_SHARED_BENIGN_01,C_LEGIT_2709,M_128,0,3,0,2,1,0,NONE
TXN_008811,U_LEGIT_0242,193.61,187,D_LEGIT_0698,IP_LEGIT_1690,C_LEGIT_0405,M_115,0,1,0,1,1,0,NONE
TXN_003985,U_LEGIT_0782,209.54,327,D_LEGIT_1407,IP_LEGIT_1628,C_LEGIT_2463,M_059,0,3,0,2,2,0,NONE
TXN_002785,U_LEGIT_2476,104.52,58,D_SHARED_BENIGN_04,IP_SHARED_BENIGN_08,C_LEGIT_1991,M_082,0,1,0,1,2,0,NONE
TXN_000806,U_LEGIT_1025,145.13,974,D_LEGIT_1136,IP_LEGIT_0625,C_LEGIT_0351,M_077,0,4,0,2,1,0,NONE
TXN_003291,U_LEGIT_1973,95.39,708,D_LEGIT_0915,IP_LEGIT_1113,C_LEGIT_2024,M_026,0,2,1,1,2,0,NONE
TXN_001874,U_LEGIT_2366,76.72,128,D_LEGIT_0347,IP_LEGIT_0311,C_LEGIT_0488,M_090,0,2,0,1,1,0,NONE
TXN_002112,U_LEGIT_0898,104.86,1025,D_LEGIT_0496,IP_LEGIT_1805,C_LEGIT_2159,M_103,0,3,0,1,2,0,NONE
TXN_000847,U_LEGIT_2495,180.51,470,D_LEGIT_0642,IP_LEGIT_1600,C_LEGIT_2082,M_149,0,5,0,1,2,0,NONE
TXN_002873,U_LEGIT_2059,162.29,898,D_LEGIT_0956,IP_LEGIT_1235,C_LEGIT_0123,M_054,0,2,0,1,2,0,NONE
TXN_004447,U_LEGIT_0759,144.85,964,D_LEGIT_0943,IP_LEGIT_0692,C_LEGIT_0864,M_067,0,3,1,2,1,0,NONE
TXN_007567,U_LEGIT_1561,218.93,1121,D_LEGIT_0289,IP_LEGIT_0618,C_LEGIT_1198,M_149,1,4,0,1,1,0,NONE
TXN_002800,U_LEGIT_1241,215.12,1002,D_SHARED_BENIGN_06,IP_SHARED_BENIGN_08,C_LEGIT_2614,M_070,0,1,0,2,1,0,NONE
TXN_003701,U_LEGIT_0875,91.13,927,D_LEGIT_0568,IP_LEGIT_1791,C_LEGIT_2593,M_091,0,1,0,1,2,0,NONE
TXN_004476,U_LEGIT_1531,112.21,873,D_LEGIT_1032,IP_LEGIT_0092,C_LEGIT_0216,M_146,0,4,0,1,1,0,NONE
TXN_005476,U_LEGIT_2237,127.28,546,D_LEGIT_0354,IP_LEGIT_0614,C_LEGIT_0191,M_113,0,5,0,1,2,0,NONE
TXN_007527,U_LEGIT_0462,228.57,719,D_LEGIT_0835,IP_LEGIT_1248,C_LEGIT_2085,M_002,0,4,0,1,1,0,NONE
TXN_001986,U_LEGIT_0168,86.45,190,D_LEGIT_1688,IP_LEGIT_0166,C_LEGIT_2395,M_060,0,3,0,1,1,0,NONE
TXN_006040,U_LEGIT_1948,232.24,763,D_LEGIT_0498,IP_LEGIT_1489,C_LEGIT_2263,M_032,0,5,0,1,2,0,NONE
TXN_007913,U_LEGIT_1467,199.04,297,D_LEGIT_0881,IP_LEGIT_1103,C_LEGIT_2892,M_017,1,3,0,1,1,0,NONE
TXN_001241,U_LEGIT_1412,124.63,902,D_LEGIT_0150,IP_LEGIT_0444,C_LEGIT_0062,M_144,0,2,0,1,1,0,NONE
TXN_006246,U_LEGIT_0496,115.4,504,D_LEGIT_0262,IP_LEGIT_1915,C_LEGIT_1016,M_031,0,1,0,1,1,0,NONE
TXN_002719,U_LEGIT_0012,24.52,1072,D_LEGIT_0989,IP_LEGIT_0412,C_LEGIT_1594,M_089,0,3,0,1,2,0,NONE
TXN_009924,U_DIST_016,43.87,14,D_DIST_028,IP_DIST_PROXY_02,C_DIST_011,M_TARGET_HIGHVAL_99,4,14,0,2,2,1,DISTRIBUTED_ABUSE
TXN_009294,U_INDIV_0033,2290.25,4,D_INDIV_0046,IP_INDIV_0129,C_INDIV_0247,M_069,7,23,4,7,3,1,INDIVIDUAL_FRAUD
TXN_002907,U_LEGIT_1310,22.59,877,D_LEGIT_0588,IP_LEGIT_1013,C_LEGIT_0152,M_095,0,5,0,1,1,0,NONE
TXN_008976,U_LEGIT_0019,173.52,664,D_LEGIT_1916,IP_LEGIT_1603,C_LEGIT_2247,M_082,0,1,0,1,1,0,NONE
TXN_002869,U_LEGIT_1863,82.87,162,D_LEGIT_1271,IP_LEGIT_0341,C_LEGIT_2491,M_134,0,3,0,1,1,0,NONE
TXN_004440,U_LEGIT_0015,65.1,73,D_LEGIT_1183,IP_LEGIT_0396,C_LEGIT_1049,M_027,1,3,0,2,2,0,NONE
TXN_008723,U_LEGIT_1571,101.38,95,D_LEGIT_0084,IP_LEGIT_0483,C_LEGIT_0271,M_008,0,4,0,1,2,0,NONE
TXN_002981,U_LEGIT_0557,10.01,59,D_LEGIT_1056,IP_LEGIT_1545,C_LEGIT_2464,M_064,0,1,0,1,1,0,NONE
TXN_001251,U_LEGIT_1833,183.69,375,D_SHARED_BENIGN_09,IP_LEGIT_0542,C_LEGIT_2428,M_013,1,3,0,2,1,0,NONE
TXN_004120,U_LEGIT_1141,66.26,1131,D_LEGIT_0166,IP_LEGIT_0345,C_LEGIT_0090,M_026,1,2,0,1,1,0,NONE
TXN_009430,U_INDIV_0174,1089.73,2,D_INDIV_0166,IP_INDIV_0044,C_INDIV_0155,M_139,14,20,3,7,3,1,INDIVIDUAL_FRAUD
TXN_008979,U_LEGIT_1649,163.47,351,D_LEGIT_1645,IP_LEGIT_0303,C_LEGIT_1387,M_052,0,1,0,1,2,0,NONE
TXN_004053,U_LEGIT_1118,69.63,404,D_LEGIT_1988,IP_LEGIT_0823,C_LEGIT_0898,M_107,0,4,0,1,1,0,NONE
TXN_001184,U_LEGIT_0826,126.56,590,D_LEGIT_0299,IP_LEGIT_0724,C_LEGIT_0771,M_063,0,3,0,2,1,0,NONE
TXN_002766,U_LEGIT_1364,96.68,1053,D_LEGIT_0641,IP_LEGIT_0643,C_LEGIT_0279,M_132,0,4,0,1,2,0,NONE
TXN_007022,U_LEGIT_2376,84.43,1026,D_LEGIT_1450,IP_LEGIT_1297,C_LEGIT_0149,M_093,0,3,0,1,1,0,NONE
TXN_007300,U_LEGIT_2226,234.18,1198,D_LEGIT_0952,IP_LEGIT_1651,C_LEGIT_0940,M_011,0,3,0,1,2,0,NONE
TXN_006821,U_LEGIT_0120,73.65,172,D_LEGIT_1286,IP_LEGIT_1977,C_LEGIT_1222,M_036,0,2,1,1,1,0,NONE
TXN_002458,U_LEGIT_1719,59.29,854,D_LEGIT_0782,IP_LEGIT_1853,C_LEGIT_1228,M_016,0,3,0,1,1,0,NONE
TXN_000531,U_LEGIT_1233,160.79,862,D_SHARED_BENIGN_04,IP_LEGIT_1761,C_LEGIT_0657,M_113,0,3,0,2,2,0,NONE
TXN_007899,U_LEGIT_0262,154.61,992,D_LEGIT_0842,IP_LEGIT_0548,C_LEGIT_0969,M_034,0,5,0,1,2,0,NONE
TXN_002436,U_LEGIT_1826,161.01,1130,D_SHARED_BENIGN_04,IP_LEGIT_1817,C_LEGIT_0806,M_032,1,5,0,1,1,0,NONE
TXN_009485,U_INDIV_0048,2424.44,4,D_INDIV_0370,IP_INDIV_0096,C_INDIV_0313,M_037,18,46,7,7,7,1,INDIVIDUAL_FRAUD
TXN_003209,U_LEGIT_0614,82.93,564,D_LEGIT_0717,IP_SHARED_BENIGN_05,C_LEGIT_0693,M_046,0,4,0,1,2,0,NONE
TXN_000058,U_LEGIT_0134,174.35,571,D_LEGIT_1448,IP_LEGIT_1761,C_LEGIT_1860,M_019,0,5,0,1,2,0,NONE
TXN_004673,U_LEGIT_1818,137.57,528,D_SHARED_BENIGN_01,IP_LEGIT_1361,C_LEGIT_1856,M_071,0,5,0,2,1,0,NONE
TXN_003239,U_LEGIT_1691,208.72,282,D_LEGIT_1662,IP_SHARED_BENIGN_02,C_LEGIT_0610,M_078,0,2,0,1,1,0,NONE
TXN_008330,U_LEGIT_1542,244.54,196,D_LEGIT_1822,IP_LEGIT_1423,C_LEGIT_2512,M_112,0,4,0,2,1,0,NONE
TXN_006228,U_LEGIT_1129,35.26,51,D_LEGIT_0689,IP_LEGIT_1562,C_LEGIT_0271,M_066,0,5,0,2,1,0,NONE
TXN_006224,U_LEGIT_0877,130.39,1039,D_LEGIT_1635,IP_LEGIT_0452,C_LEGIT_0613,M_130,0,2,0,2,2,0,NONE
TXN_004767,U_LEGIT_1141,163.41,115,D_LEGIT_1874,IP_LEGIT_0619,C_LEGIT_2217,M_141,1,3,0,1,2,0,NONE
TXN_000991,U_LEGIT_1030,127.78,918,D_LEGIT_0171,IP_SHARED_BENIGN_08,C_LEGIT_0995,M_150,0,1,1,2,2,0,NONE
TXN_007694,U_LEGIT_0349,62.95,143,D_LEGIT_1436,IP_LEGIT_0577,C_LEGIT_1148,M_015,0,2,0,1,1,0,NONE
TXN_008528,U_LEGIT_2231,21.61,939,D_LEGIT_1249,IP_LEGIT_1369,C_LEGIT_2136,M_107,2,1,0,1,1,0,NONE
TXN_008812,U_LEGIT_2494,160.39,291,D_LEGIT_0125,IP_LEGIT_0097,C_LEGIT_1983,M_016,0,2,0,1,1,0,NONE
TXN_009920,U_DIST_015,41.66,5,D_DIST_014,IP_DIST_PROXY_01,C_DIST_033,M_TARGET_HIGHVAL_99,7,15,1,2,2,1,DISTRIBUTED_ABUSE
TXN_003529,U_LEGIT_1022,72.25,1071,D_LEGIT_0911,IP_LEGIT_0716,C_LEGIT_0559,M_150,0,4,0,1,1,0,NONE
TXN_002490,U_LEGIT_1362,108.92,645,D_LEGIT_0970,IP_LEGIT_0579,C_LEGIT_1421,M_033,0,5,0,2,1,0,NONE
TXN_008715,U_LEGIT_1892,154.78,782,D_LEGIT_0310,IP_LEGIT_0332,C_LEGIT_1741,M_136,0,4,0,1,1,0,NONE
TXN_005929,U_LEGIT_1854,200.04,494,D_LEGIT_1482,IP_LEGIT_0984,C_LEGIT_1347,M_062,0,5,0,1,1,0,NONE
TXN_007635,U_LEGIT_0022,173.65,670,D_LEGIT_1446,IP_LEGIT_0819,C_LEGIT_2716,M_126,0,5,0,1,1,0,NONE
TXN_005957,U_LEGIT_0442,18.96,697,D_LEGIT_1139,IP_LEGIT_1143,C_LEGIT_0455,M_101,1,2,0,1,1,0,NONE
TXN_008188,U_LEGIT_0203,100.45,1117,D_LEGIT_0260,IP_SHARED_BENIGN_01,C_LEGIT_0568,M_057,0,5,0,1,1,0,NONE
TXN_000092,U_LEGIT_0374,142.64,1180,D_LEGIT_0191,IP_LEGIT_1525,C_LEGIT_1527,M_034,0,1,0,2,1,0,NONE
TXN_004770,U_LEGIT_1892,139.85,641,D_SHARED_BENIGN_08,IP_LEGIT_0793,C_LEGIT_1483,M_140,1,4,0,1,1,0,NONE
TXN_001809,U_LEGIT_1684,104.46,339,D_LEGIT_0047,IP_LEGIT_1966,C_LEGIT_0070,M_123,0,4,0,1,1,0,NONE
TXN_006315,U_LEGIT_1992,71.36,433,D_LEGIT_0126,IP_LEGIT_0373,C_LEGIT_0687,M_125,0,1,0,1,1,0,NONE
TXN_004894,U_LEGIT_0721,10.78,748,D_LEGIT_0439,IP_LEGIT_0696,C_LEGIT_2414,M_107,0,3,0,1,1,0,NONE
TXN_004146,U_LEGIT_2460,224.0,1075,D_LEGIT_1544,IP_LEGIT_0284,C_LEGIT_2366,M_117,0,3,0,2,1,0,NONE
TXN_000076,U_LEGIT_1563,244.66,840,D_LEGIT_1178,IP_LEGIT_1433,C_LEGIT_1210,M_006,0,5,0,1,2,0,NONE
TXN_006266,U_LEGIT_0655,224.59,221,D_LEGIT_1100,IP_LEGIT_1995,C_LEGIT_1379,M_139,1,4,0,2,1,0,NONE
TXN_006856,U_LEGIT_1329,118.88,174,D_LEGIT_0917,IP_SHARED_BENIGN_07,C_LEGIT_2423,M_118,0,4,0,1,1,0,NONE
TXN_006309,U_LEGIT_0595,234.06,991,D_LEGIT_0489,IP_SHARED_BENIGN_06,C_LEGIT_0877,M_004,2,2,0,1,1,0,NONE
TXN_008906,U_LEGIT_1599,152.75,591,D_LEGIT_0756,IP_LEGIT_0853,C_LEGIT_1695,M_041,1,1,0,1,1,0,NONE
TXN_008113,U_LEGIT_0168,111.45,731,D_LEGIT_0040,IP_LEGIT_1545,C_LEGIT_1594,M_041,0,5,0,1,1,0,NONE
TXN_008912,U_LEGIT_1688,59.63,1062,D_LEGIT_0541,IP_LEGIT_1070,C_LEGIT_1578,M_133,0,1,0,2,1,0,NONE
TXN_007670,U_LEGIT_2202,242.03,763,D_LEGIT_0719,IP_LEGIT_0134,C_LEGIT_1830,M_023,0,3,0,1,1,0,NONE
TXN_002241,U_LEGIT_0224,70.5,1105,D_LEGIT_0549,IP_SHARED_BENIGN_04,C_LEGIT_1843,M_068,0,5,0,1,1,0,NONE
TXN_005253,U_LEGIT_2035,186.28,720,D_LEGIT_1831,IP_LEGIT_1442,C_LEGIT_2526,M_017,0,3,0,1,1,0,NONE
TXN_007657,U_LEGIT_0318,184.76,911,D_LEGIT_0825,IP_LEGIT_0464,C_LEGIT_2412,M_005,0,3,0,1,2,0,NONE
TXN_007985,U_LEGIT_0856,24.55,905,D_LEGIT_0916,IP_LEGIT_1065,C_LEGIT_0606,M_009,0,3,0,1,1,0,NONE
TXN_003286,U_LEGIT_0116,162.51,296,D_LEGIT_1274,IP_LEGIT_1322,C_LEGIT_2956,M_006,0,2,0,2,1,0,NONE
TXN_006248,U_LEGIT_1691,170.14,260,D_LEGIT_0754,IP_LEGIT_0920,C_LEGIT_0826,M_101,1,1,0,1,2,0,NONE
TXN_002352,U_LEGIT_0989,203.64,1037,D_LEGIT_0437,IP_LEGIT_1967,C_LEGIT_2766,M_046,0,4,0,1,1,0,NONE
TXN_004456,U_LEGIT_2092,171.92,560,D_LEGIT_1241,IP_LEGIT_0935,C_LEGIT_0024,M_092,0,1,0,1,1,0,NONE
TXN_008966,U_LEGIT_1512,208.08,145,D_SHARED_BENIGN_07,IP_LEGIT_1038,C_LEGIT_0549,M_004,0,2,0,1,2,0,NONE
TXN_000953,U_LEGIT_1709,243.95,591,D_SHARED_BENIGN_07,IP_SHARED_BENIGN_07,C_LEGIT_1449,M_036,0,2,0,1,1,0,NONE
TXN_004462,U_LEGIT_1173,162.68,356,D_LEGIT_0459,IP_LEGIT_1958,C_LEGIT_0874,M_087,0,5,0,1,1,0,NONE
TXN_006744,U_LEGIT_1182,220.4,922,D_LEGIT_0784,IP_LEGIT_1708,C_LEGIT_2507,M_126,0,4,1,1,1,0,NONE
TXN_001343,U_LEGIT_2076,90.35,564,D_LEGIT_0640,IP_LEGIT_1776,C_LEGIT_0370,M_084,2,1,0,1,1,0,NONE
TXN_008222,U_LEGIT_1927,151.99,1092,D_LEGIT_0474,IP_LEGIT_0223,C_LEGIT_1663,M_045,0,4,0,1,1,0,NONE
TXN_005713,U_LEGIT_0427,84.92,370,D_LEGIT_1563,IP_LEGIT_1171,C_LEGIT_0388,M_108,0,4,0,1,1,0,NONE
TXN_009274,U_INDIV_0125,891.81,3,D_INDIV_0130,IP_INDIV_0231,C_INDIV_0298,M_064,11,26,8,4,8,1,INDIVIDUAL_FRAUD
TXN_001535,U_LEGIT_1698,111.51,281,D_LEGIT_1646,IP_SHARED_BENIGN_02,C_LEGIT_2585,M_053,0,3,0,1,1,0,NONE
TXN_007556,U_LEGIT_2491,80.14,192,D_LEGIT_0735,IP_LEGIT_0033,C_LEGIT_1903,M_029,0,1,0,1,1,0,NONE
TXN_000431,U_LEGIT_1663,127.62,155,D_SHARED_BENIGN_02,IP_LEGIT_1222,C_LEGIT_1553,M_084,0,2,0,1,1,0,NONE
TXN_004367,U_LEGIT_1976,78.22,926,D_LEGIT_0909,IP_LEGIT_1013,C_LEGIT_2905,M_045,0,4,0,1,2,0,NONE
TXN_002954,U_LEGIT_1058,162.44,628,D_LEGIT_1380,IP_LEGIT_1280,C_LEGIT_1657,M_007,0,3,0,1,1,0,NONE
TXN_007650,U_LEGIT_1657,42.64,722,D_LEGIT_1560,IP_LEGIT_1015,C_LEGIT_0493,M_029,0,2,0,1,2,0,NONE
TXN_006703,U_LEGIT_0731,180.36,197,D_LEGIT_0476,IP_SHARED_BENIGN_01,C_LEGIT_2208,M_147,0,1,0,1,1,0,NONE
TXN_003836,U_LEGIT_1046,90.14,662,D_LEGIT_1348,IP_LEGIT_1527,C_LEGIT_2687,M_082,0,3,0,2,1,0,NONE
TXN_007345,U_LEGIT_2349,45.65,646,D_LEGIT_1750,IP_LEGIT_0799,C_LEGIT_0619,M_146,0,5,0,1,2,0,NONE
TXN_001855,U_LEGIT_1945,188.28,1150,D_SHARED_BENIGN_08,IP_LEGIT_1430,C_LEGIT_1714,M_051,1,3,0,1,2,0,NONE
TXN_007364,U_LEGIT_0449,43.28,391,D_LEGIT_0413,IP_SHARED_BENIGN_04,C_LEGIT_1422,M_099,0,3,0,2,1,0,NONE
TXN_008455,U_LEGIT_1303,195.16,763,D_LEGIT_1735,IP_LEGIT_1858,C_LEGIT_2840,M_110,0,1,0,1,1,0,NONE
TXN_000061,U_LEGIT_0375,249.9,581,D_LEGIT_1381,IP_LEGIT_1179,C_LEGIT_2405,M_006,0,2,0,2,1,0,NONE
TXN_005132,U_LEGIT_2109,177.31,926,D_LEGIT_0988,IP_LEGIT_0577,C_LEGIT_2762,M_040,0,4,0,2,2,0,NONE
TXN_005430,U_LEGIT_1571,184.05,899,D_LEGIT_1790,IP_LEGIT_0528,C_LEGIT_0624,M_149,2,4,0,1,2,0,NONE
TXN_001743,U_LEGIT_0657,229.51,1144,D_LEGIT_1513,IP_LEGIT_0489,C_LEGIT_2105,M_096,0,3,0,1,2,0,NONE
TXN_006420,U_LEGIT_1537,154.22,403,D_LEGIT_1324,IP_LEGIT_0409,C_LEGIT_2042,M_048,0,4,0,1,1,0,NONE
TXN_005371,U_LEGIT_1087,22.76,984,D_LEGIT_1030,IP_LEGIT_0245,C_LEGIT_1833,M_091,0,3,0,1,1,0,NONE
TXN_009173,U_INDIV_0063,2184.49,7,D_INDIV_0148,IP_INDIV_0157,C_INDIV_0076,M_100,18,31,8,5,4,1,INDIVIDUAL_FRAUD
TXN_007799,U_LEGIT_1202,33.61,679,D_LEGIT_1942,IP_LEGIT_1243,C_LEGIT_1911,M_103,0,3,0,2,2,0,NONE
TXN_007714,U_LEGIT_0431,21.5,569,D_SHARED_BENIGN_05,IP_LEGIT_0730,C_LEGIT_1432,M_089,1,2,0,2,1,0,NONE
TXN_005302,U_LEGIT_2189,25.42,506,D_LEGIT_1059,IP_SHARED_BENIGN_07,C_LEGIT_2759,M_089,0,1,0,1,1,0,NONE
TXN_002659,U_LEGIT_1276,39.39,118,D_LEGIT_0524,IP_LEGIT_0420,C_LEGIT_1257,M_079,0,1,0,1,1,0,NONE
TXN_006931,U_LEGIT_1583,35.32,555,D_LEGIT_0897,IP_LEGIT_1597,C_LEGIT_1718,M_093,0,2,0,1,1,0,NONE
TXN_007086,U_LEGIT_0100,14.34,777,D_LEGIT_1538,IP_LEGIT_1368,C_LEGIT_1955,M_035,0,2,0,1,1,0,NONE
TXN_002771,U_LEGIT_0780,181.34,655,D_LEGIT_0341,IP_LEGIT_0757,C_LEGIT_0135,M_023,0,2,0,1,2,0,NONE
TXN_009307,U_INDIV_0106,851.24,1,D_INDIV_0011,IP_INDIV_0308,C_INDIV_0019,M_101,18,29,4,5,6,1,INDIVIDUAL_FRAUD
TXN_004555,U_LEGIT_0701,43.03,397,D_LEGIT_0008,IP_LEGIT_1891,C_LEGIT_2298,M_007,0,3,0,2,1,0,NONE
TXN_004642,U_LEGIT_1534,157.69,337,D_LEGIT_1339,IP_LEGIT_0820,C_LEGIT_2188,M_086,0,2,0,1,1,0,NONE
TXN_003890,U_LEGIT_0828,222.65,310,D_LEGIT_0919,IP_LEGIT_0747,C_LEGIT_0093,M_095,0,3,0,1,1,0,NONE
TXN_000176,U_LEGIT_0248,11.81,1119,D_LEGIT_1366,IP_LEGIT_1870,C_LEGIT_1980,M_125,0,1,0,1,1,0,NONE
TXN_001961,U_LEGIT_0388,154.75,1001,D_LEGIT_0256,IP_LEGIT_0287,C_LEGIT_2734,M_109,2,3,0,1,2,0,NONE
TXN_002406,U_LEGIT_0037,163.73,311,D_LEGIT_0015,IP_LEGIT_0190,C_LEGIT_2462,M_106,0,2,0,2,2,0,NONE
TXN_008819,U_LEGIT_1405,202.36,701,D_LEGIT_0175,IP_LEGIT_1233,C_LEGIT_2595,M_046,0,5,0,1,2,0,NONE
TXN_006269,U_LEGIT_1339,149.61,1006,D_LEGIT_1278,IP_LEGIT_1135,C_LEGIT_1535,M_132,0,1,0,2,2,0,NONE
TXN_005312,U_LEGIT_0119,172.3,791,D_LEGIT_0106,IP_LEGIT_1254,C_LEGIT_2461,M_048,0,1,1,1,1,0,NONE
TXN_005901,U_LEGIT_0364,73.07,438,D_LEGIT_0881,IP_LEGIT_1990,C_LEGIT_0012,M_089,2,1,0,2,1,0,NONE
TXN_000635,U_LEGIT_0718,101.09,405,D_LEGIT_0368,IP_LEGIT_1502,C_LEGIT_1770,M_118,0,1,0,1,1,0,NONE
TXN_009631,U_CYCLE_004,205.47,12,D_CYCLE_021,IP_CYCLE_019,C_STOLEN_POOL_04,M_050,8,25,5,2,7,1,CARD_CYCLING
TXN_007333,U_LEGIT_1406,182.04,1036,D_LEGIT_1403,IP_LEGIT_1837,C_LEGIT_2063,M_071,0,5,0,1,1,0,NONE
TXN_006899,U_LEGIT_2354,62.23,561,D_LEGIT_0918,IP_SHARED_BENIGN_08,C_LEGIT_1222,M_070,2,5,0,1,1,0,NONE
TXN_002355,U_LEGIT_0949,233.08,368,D_LEGIT_0668,IP_LEGIT_0608,C_LEGIT_0328,M_134,0,5,0,1,1,0,NONE
TXN_006049,U_LEGIT_1088,11.35,1174,D_LEGIT_1118,IP_LEGIT_0237,C_LEGIT_0310,M_137,0,4,0,1,1,0,NONE
TXN_003324,U_LEGIT_0042,233.61,304,D_LEGIT_1764,IP_LEGIT_0476,C_LEGIT_0870,M_068,2,4,0,2,2,0,NONE
TXN_002365,U_LEGIT_0172,227.79,1097,D_LEGIT_1989,IP_LEGIT_0701,C_LEGIT_1384,M_075,0,2,1,2,2,0,NONE
